40.8,-73.94
40.75,-73.88
40.6,-73.96
40.60994787,-73.94187456
40.61271131,-73.93946415
40.74106318,-73.88168147
40.7438677,-73.8916961
40.74969631,-73.8901662
40.79498072,-73.94005592
40.60875929,-73.9448968
40.79815811,-73.95215513
40.78619711,-73.92997136
40.7541676,-73.88361663
40.60722499,-73.95932195
40.78729748,-73.93865914
40.60577237,-73.95205589
40.74744265,-73.89909247
40.73707709,-73.88172291
40.73342004,-73.90336718
40.60909978,-73.9595141
40.60490317,-73.94344871
40.79575151,-73.95090233
40.60455896,-73.93921388
40.73490887,-73.88121046
40.61347085,-73.93702873
40.78928365,-73.93216049
40.75658354,-73.89133292
40.6091604,-73.95968468
40.79809391,-73.94011172
40.60160319,-73.95793399
40.61021732,-73.94675951
40.78800706,-73.95211007
40.79342227,-73.9543182
40.74535085,-73.90596132
40.79581565,-73.95266765
40.76171047,-73.88659296
40.60527069,-73.93631102
40.61089766,-73.94497967
40.79402502,-73.93999804
40.7998174,-73.93661283
40.79477147,-73.91927027
40.79491206,-73.91941131
40.79532506,-73.93047411
40.7292137,-73.88688397
40.61686059,-73.94165651
40.74937048,-73.88641658
40.75859899,-73.89951659
40.79788235,-73.93640371
40.60265097,-73.95527759
40.611049,-73.95922855
40.79861844,-73.94469654
40.75846577,-73.90409293
40.61067943,-73.95705761
40.79562502,-73.94574893
40.60154584,-73.94181771
40.74875593,-73.89190428
40.61363449,-73.95302515
40.79951625,-73.95502986
40.79893359,-73.94461645
40.79555523,-73.9413187
40.75240709,-73.88189003
40.60677759,-73.95760632
40.74695136,-73.88304993
40.60241024,-73.95741649
40.62110459,-73.95085627
40.60286689,-73.95981857
40.60302069,-73.94887115
40.79741434,-73.92682927
40.60637999,-73.95838456
40.60162159,-73.95929009
40.79836065,-73.9355805
40.60340244,-73.95807529
40.75921717,-73.8868505
40.62186329,-73.9450184
40.78972747,-73.95109756
40.60015484,-73.94136193
40.79967567,-73.93102525
40.61476561,-73.95447656
40.79676339,-73.96022016
40.75841635,-73.89421611
40.6110016,-73.93983117
40.60539826,-73.94713084
40.61688162,-73.94577689
40.75184907,-73.90032313
40.79700427,-73.9416734
40.7916344,-73.9258358
40.79352387,-73.93586684
40.79774947,-73.93770747
40.79855597,-73.94702962
40.60657478,-73.94728393
40.79268872,-73.93819049
40.79476456,-73.96551781
40.7975638,-73.9324142
40.75193025,-73.8968074
40.75191624,-73.89070537
40.797677,-73.94630917
40.6014267,-73.95818963
40.79672806,-73.97440614
40.61395274,-73.93930711
40.79712276,-73.94266882
40.60198801,-73.93342781
40.6236815,-73.93935232
40.79686071,-73.93350028
40.795784,-73.93670589
40.79420645,-73.93572531
40.60656036,-73.95979788
40.79817521,-73.92013574
40.79914987,-73.9407789
40.79812277,-73.92383356
40.60090427,-73.94691564
40.79902318,-73.93402343
40.60950075,-73.95167982
40.60262678,-73.94405187
40.79825592,-73.93895319
40.61513879,-73.95954635
40.61625441,-73.9447126
40.79775635,-73.92846244
40.60901969,-73.93989036
40.79939197,-73.94988205
40.618323,-73.95654641
40.74392923,-73.89657419
40.60150764,-73.93493665
40.75175327,-73.88320197
40.79782768,-73.95976813
40.79342124,-73.93889975
40.60015344,-73.94541864
40.79832317,-73.93916241
40.60367499,-73.94660836
40.76341129,-73.89758289
40.74939313,-73.8853887
40.60815867,-73.94079072
40.79320528,-73.93561428
40.61373281,-73.95090565
40.60920099,-73.95647723
40.61042873,-73.93332003
40.60390104,-73.92942344
40.60341313,-73.95947588
40.60804307,-73.95217525
40.79852374,-73.94221934
40.61188111,-73.94156665
40.79480819,-73.93944474
40.60748637,-73.94625068
40.79936408,-73.94542085
40.60256373,-73.95324842
40.60163623,-73.94057437
40.74008441,-73.9032242
40.75737379,-73.88361519
40.73830781,-73.88020796
40.79366218,-73.94044616
40.79211546,-73.94887299
40.75390998,-73.89250257
40.79711953,-73.92619321
40.79309182,-73.94527511
40.61178503,-73.93634233
40.60771312,-73.94559539
40.79699473,-73.93537655
40.60410614,-73.95410423
40.79208989,-73.95377091
40.79652569,-73.90873375
40.79959908,-73.94005146
40.61024787,-73.95827626
40.60620891,-73.94727339
40.60475736,-73.94113453
40.61144714,-73.94302583
40.75900374,-73.88650239
40.74563438,-73.89522821
40.79669432,-73.94793479
40.79774119,-73.94450158
40.6115499,-73.94045865
40.79320391,-73.94631629
40.60921224,-73.9169719
40.75106634,-73.88429929
40.74872051,-73.89709988
40.60267628,-73.94618999
40.60401224,-73.95457332
40.79993694,-73.932245
40.7534176,-73.90925984
40.79841421,-73.93295365
40.74450664,-73.88991019
40.79969957,-73.94073852
40.79934994,-73.94834891
40.60732838,-73.9547082
40.74441398,-73.88085055
40.60851854,-73.95881563
40.60798579,-73.94642008
40.79327396,-73.94479818
40.60988566,-73.95604302
40.79263438,-73.94881905
40.79952258,-73.94759541
40.60638319,-73.94555482
40.73624354,-73.88072693
40.60644058,-73.93697894
40.73249866,-73.89961079
40.61619821,-73.92576611
40.7473105,-73.88368375
40.79494301,-73.93270207
40.60889945,-73.95920892
40.76260345,-73.89965639
40.60525213,-73.95903001
40.74394019,-73.88119515
40.60461623,-73.92805825
40.61203688,-73.9449886
40.79913109,-73.9243892
40.79249453,-73.94960663
40.60159411,-73.95685767
40.60816776,-73.93426118
40.7526127,-73.89669264
40.60962005,-73.94706512
40.60652908,-73.95840523
40.61417246,-73.95546824
40.79999072,-73.93645967
40.72964848,-73.90352418
40.74260198,-73.88334524
40.6038549,-73.95770317
40.6082684,-73.95342196
40.60193625,-73.94863018
40.79346836,-73.9461115
40.75117286,-73.88645604
40.79708478,-73.9400237
40.78793982,-73.95029953
40.6167789,-73.95667917
40.79406102,-73.9453527
40.60208202,-73.94836086
